Unnamed: 0,count,hate_speech,offensive_language,neither,tweet,class
14222,3,0,3,0,Popped a pussy i'm sweating lol http://t.co/9Hyk5V0p,1
20999,3,0,2,1,Roy Hibbert so trash. It's unbelievable.,1
479,3,0,3,0,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",1
16859,3,0,3,0,RT @MissVoshay: &#8220;@VaIentinesCards: http://t.co/y75Aw0Olm3&#8221; ooooo give this one to the hot pocket hoe #AAMU,1
11801,6,0,5,1,"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack.",1
8476,3,0,3,0,But I'm calling this bitch yeah ok after you called me I return calls especially if it ain't my girl&#8230; http://t.co/6sSxOpuHge,1
1806,3,0,3,0,&#8220;@girlideas: why do bitches stand like this? &#128563;&#128541; http://t.co/QQ9vQyLru1&#8221; she wanted to be in MJ's smooth criminal video so bad..,1
12216,6,1,5,0,"It wus yo fat ass that filled out the application to work there, not me bitch.....",1
9259,3,0,0,3,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,2
3409,3,0,3,0,"@GuTsSidious Yeah, so quit being a bitch and edit.",1
6438,3,0,0,3,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!,2
13897,3,0,2,1,Oh. Wow. Avoiding that bitch.,1
17672,3,0,3,0,"RT @SheDreamsTheD: Don't ever be ashamed of who you are, unless you a hoe.",1
8733,3,0,3,0,Cocoa puffs time bitch!!!!,1
2160,3,0,3,0,' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .,1
24239,3,1,2,0,deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy,1
20107,3,0,3,0,"RT @micheleod1: #FlipTheSenate on the most corrupt administration EVER!
#ChicagoPolitics in the WH &amp; Harry Reid is his bitch. http://t.co/x&#8230;",1
11457,3,0,3,0,"I'll eat ya pussy like a savage, but once you put ya nasty ass feet in my face my socks and drawers already on and I'm out",1
1188,3,0,1,2,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,2
20407,3,0,3,0,RT @sangelina_xo: what's with guys and fat bitches I will clearly never understand,1
14418,3,0,3,0,RT @AIlThese: All these clocks and we still don't have time for these hoes http://t.co/oZm4cQe5Me,1
24243,3,1,2,0,dear michele bachman... shut the fuck up you crazy bitch.,1
21801,3,1,2,0,"Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga &#128527;&#128526;",1
21622,3,0,3,0,Still wit the Same bitches to the death of me&#128553;,1
22555,3,0,3,0,This kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou,1
6957,3,0,3,0,@nicsarantos @Huntermoore she looks like the pussy lips are huge,1
3903,3,0,0,3,@KenSuttling Not taking Franks advice and he ate the yellow snow.,2
1246,3,0,2,1,&#8220;@Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!,1
16247,6,1,3,2,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,1
4659,3,2,1,0,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",0
881,3,0,3,0,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy http://t.co/3MxBXeZqxR",1
9498,3,2,1,0,Fuck ass redskin corners,0
24135,3,1,2,0,bitch thats yo nigga &#128064; ....well you aint his bitch &#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,1
18417,6,0,1,5,"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",2
19721,6,0,6,0,RT @itsdavedude: cant just tell me anything bitch im one click away from google at all times,1
8181,3,0,3,0,"Be a girl with a mind, a bitch with an attitude and a lady with class.",1
18653,3,0,3,0,RT @_BeautifulKeezy: &#8220;@100046729: You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;&#8221;omg &#128514;&#128514;&#128514;&#128514;&#128184;,1
15584,3,0,3,0,"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",1
11781,3,0,2,1,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,1
12777,3,2,1,0,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,0
8643,3,0,3,0,Change the game on u bitches&#128526;,1
13283,3,0,3,0,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.,1
5080,3,1,2,0,@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet,1
7724,3,0,3,0,After watching the desolation of smaug I have come to the conclusion that bilbo made all other hobbits look like bitches in LOTR.,1
10112,3,0,3,0,"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. #A$AP",1
14982,3,0,3,0,"RT @CayMarieee: I love my BFFL, she don't even smoke but for my bday bitch gone b turntttt fa me &#128153;&#128520;",1
18762,3,0,3,0,RT @_TootieDee: Ion want the pussy if it come wit hairs,1
22917,3,0,0,3,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$",2
24960,3,0,0,3,somebody take these Oreos away from me before I eat the whole pack,2
5509,3,0,3,0,@_SqueezeMeBaby don't tell the dumb hoes that,1
22816,3,0,3,0,"U niggas dnt like me I bet I can fck yo bitch tho ,",1
5716,3,3,0,0,@austin_farrar your a fucking queer faggot bitch,0
21307,3,0,3,0,Since my girl like to argue I sent that bitch to law school,1
4541,3,0,0,3,"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",2
6863,3,0,3,0,@michaelray_02 @blakeanderson21 thats life hoes gonna be hoes an you could blame Tammy,1
25138,6,0,6,0,u should be here wit me bitch,1
23789,3,1,2,0,You fags hyped that shit up so much and I listen to it... Everything is GARBAGE,1
8070,3,1,2,0,Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.,1
22389,3,0,0,3,This O6 just caught me talking to a bird and that was pretty embarrassing,2
1449,3,0,3,0,"&#8220;@Mix_Mommie: I hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;I be like ""BITCH WIT DA RED DOOR HOE""&#128514;&#128514;",1
9509,6,1,5,0,"Fuck fleeto like, id cut you cunts up :/",1
11083,3,1,2,0,I never thought you could irritate me like. Please stop being a fucking bitch. Surprised your boyfriend puts up with you. #stupidspecs,1
16149,3,0,3,0,RT @JazmineJanay: My hoe phase is over,1
19005,3,0,0,3,"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down",2
5459,3,1,2,0,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi,1
2767,3,3,0,0,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,0
20921,3,0,3,0,Ray rice had that bitch of the xans and the lean all in one punch,1
18490,3,0,0,3,RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,2
11188,3,2,1,0,I still think snap chat for faggots and High Schoolers,0
290,3,0,3,0,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",1
13363,3,0,3,0,My grandpa hooked his friend up with some pussy in Vegas. #Praise,1
23031,3,0,3,0,Well I'm back on the prowl for a bad bitch,1
19451,3,0,3,0,RT @fvckzaina: The only D yah bitches should be thirsty for http://t.co/jl7J8xpiIH,1
11627,3,1,2,0,"I'm not fuckin wit October She on some new shit , bitch cold",1
18188,3,2,1,0,"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",0
297,3,1,2,0,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1
25294,3,0,3,0,young buck wanna eat!!.. dat nigguh like I aint fuckin dis up again,1
14931,3,0,3,0,RT @CallMeRenee_: @1inkkofrosess @Bojieasx ohh bitch you might pass lol,1
16786,3,0,3,0,"RT @McNarstle: Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD&#8230;",1
23710,3,2,1,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on,0
18530,3,0,3,0,RT @YBEToot: @UFUCKIN_RIGHT what hoes tho ? Lol.,1
935,3,0,0,3,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,2
2794,3,0,3,0,@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?,1
25069,4,0,1,3,third party keyboards on iOS 8 trash,2
21881,3,0,3,0,That other shit for the birds . Get over yo self,1
17229,3,0,3,0,RT @PRAYINGFORGEMS: the timeline boring because all the hoes out right now probably getting fucked or planning too,1
9184,3,0,0,3,Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,2
8983,3,0,3,0,Dis be one sexy bitch http://t.co/lVCNeDp4PT,1
19529,3,0,1,2,RT @hoes: Emma Watson http://t.co/fGKF5aUklo,2
9450,3,0,0,3,"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple.""",2
12718,3,0,3,0,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,1
2034,3,0,3,0,&#9996;&#65039; out bitch I'm winning &#128526; http://t.co/k3l15zoBGz,1
5965,3,0,3,0,@dani_crocker There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.,1
5573,3,1,2,0,@_michellecole_ nice hoodie faggot,1
24046,3,0,3,0,all of us on Twitter do that already #shutupcrybaby lol RT @Shallow__Al I need. one of you to step up and volunteer to listen to me bitch.,1
17812,3,0,3,0,"RT @Steamed_Greens: ""@JuanNdaCut: This bitch wanna be Roger from American Dad so bad http://t.co/KXhA1ZtYMs""",1
19863,3,0,3,0,RT @khernns: All of a sudden all these bitches like soccer today lol,1
22156,3,0,3,0,There's a lot of big booty bitches at pharr gym &#128563;&#128584;&#127825;,1
4713,3,0,2,1,"@RottenStench 
Tanks a lot dare mr. Pubes. I love my Uncle Tom :)",1
631,3,0,0,3,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",2
21037,3,0,3,0,"SMH Maybe they don't wanna be actual whores. RT @LaLaGeminiLand: ""If you have wet pussy, you shouldn't have a dry purse""",1
24868,3,0,3,0,push a bitch out a car like im Gucci Mane bitch !,1
6313,3,0,0,3,@iStricer You are hairy like a monkey. : P,2
25031,3,0,3,0,"the sassy clerk at the post office was curious why I was getting packages from Japan, bitch I'm just buyin toys",1
4135,3,3,0,0,@MakeAnothaHov T.o. was a faggot crybaby,0
4584,3,0,3,0,@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.,1
10362,3,0,3,0,"I broke baby outta his thug stage n turned him into a pussy &#128514; , it was hard but I did it &#128129;&#128537; now he show more feelings than a lit bit",1
13116,3,0,3,0,Me &amp; my next bitch gone turn up on the fashion side. &amp; we ain't wearing nun of that designer shit. That shit basic af,1
9272,3,0,3,0,Ew I hate when ratchet ass hoes post 'stranger danger' ewww bitch,1
6539,3,0,3,0,@katiieR nah this bitch dykey,1
13625,3,1,2,0,"Nigga you a pussy, hope you got 9 lives.",1
16675,3,0,3,0,RT @LuckyLanceJ: Life's a bitch. You've got to go out and kick ass. @DrMayaAngelou,1
8592,6,4,2,0,Can't take u coons nowhere &amp; I mean nowhere,0
23517,3,1,2,0,"Y'all hoes broke, be stealing from the mall but be flexing",1
15789,3,0,3,0,RT @HOOLIGANS_ISSUE: @Aj_Swagggg those rich son's of bitches too gready. Smh,1
14327,3,0,2,1,RT @10milekid: Hahahaha basic bitches so funny,1
23675,3,0,3,0,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.,1
20155,3,0,3,0,"RT @mtchll: Rock out with your cock out
Jam out with your clam out",1
13701,3,0,3,0,"Nile... RT @JosephBananas I'm really sad that I don't have enough friends to ever be called ""a pack of niggers"" with. That's my fuckin dream",1
7628,3,0,3,0,A bitch who can't keep a man RT @SoloDahSystem: Which one of you air headed bitches made this? http://t.co/aEMkmikoyf,1
3321,3,1,2,0,@GabrielaAngela4 @StephyRae7 Gabby why are you so ghetto?,1
10007,3,0,0,3,He said capri-sun and zebra cake&#128514;,2
24655,3,0,0,3,lil spook and yung lean and robb all night,2
15862,3,0,3,0,"RT @HlGHKEY: ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE",1
22082,3,1,2,0,"The streets a dirty hoe, niggad try to wife it though.",1
24454,3,0,3,0,http://t.co/bPU86qzYFt Crystal Star &#8211; Leggy and playful babe Crystal Star spreads her pussy for&#160;you http://t.co/lFKqRC0zXn,1
7828,3,0,3,0,All the bitches in Shameless are straight bugoutsss,1
117,3,0,3,0,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1
15149,3,1,2,0,"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK",1
10737,3,0,3,0,"I hate people who talk loud, ignorant ass mother fuckers and ghetto people.",1
17956,3,0,0,3,RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;,2
25288,3,0,3,0,"you worried bout other bitches, you need me for?",1
16637,3,1,2,0,RT @LookinnnAss: - you a pussy I see yo whiskers!,1
3006,3,0,2,1,@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag,1
18781,3,0,0,3,"RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin.",2
17739,3,0,0,3,RT @Smiilze: I'm finally finished work. I'm going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.,2
13148,3,1,2,0,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN,1
4065,6,2,4,0,"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!",1
14020,3,0,2,1,Only ounces and up niggah,1
2252,3,0,2,1,"1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga
@07Cannon: &#8220;@Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;",1
18479,4,0,0,4,RT @Wilnerness590: . @Jmart96 Because Outman is a brand-new #Yankees and because Girardi will never use 3 relievers when he can use 6.,2
23641,3,0,3,0,Yes bitch you still in love in rich. She lying,1
14816,4,0,4,0,"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes",1
22619,3,0,3,0,This tastes like wolf pussy,1
22676,3,0,3,0,To many dumb hoes in milwaukee,1
747,3,0,3,0,"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average""",1
8363,3,0,3,0,Both of my bitches drive range rovers,1
3835,3,0,1,2,@JustDoItSlow &#128530;FOREVER 21 hoes,2
19915,3,0,1,2,"RT @kyle_park: ""You've got to have smelt a lot of manure before you can sing like a hillbilly."" #HankWilliams http://t.co/XKwON1L0nB",2
21406,3,0,2,1,So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone &#128520; http://t.co/F0mZQjWcRp,1
15206,3,0,3,0,RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :),1
456,3,0,3,0,"""Get me that shit bitch you is fine bear""",1
16918,3,0,0,3,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb",2
2107,3,0,3,0,"' If yo new niggah can't dress better then me , or even close to looking better then me , dnt try to make me... http://t.co/SMsc86mnBc",1
7540,3,0,3,0,@xHollywoodCourt bitch I asked you a question,1
16613,3,0,3,0,RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life,1
1095,3,0,3,0,"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up",1
12538,3,0,3,0,Kick that bitch right in the pussy.,1
24039,6,0,4,2,aint nuthin retarded bout Gucci but this gold rolex,1
1755,3,0,2,1,&#8220;@cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha,1
7099,3,0,3,0,"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!",1
21005,3,0,3,0,Rule number one never pursue a bitch from da ova side,1
19867,3,0,3,0,"RT @kialloyd22: ""Okay I'm Kia and my middle name's faggot."" -Dylan",1
10159,3,0,3,0,Hope you find a bitch with some ass that satisfies ya needs,1
24354,3,0,0,3,"glenladen got life flight to osu and they are saving him, don't mess with the birds #RESPECT",2
20873,3,0,3,0,"RT @yunheaux: ppl from the uk go dumb hard when they curse they be like ""YOU SHITTING CUNT"" I be like dam cunts can't shit",1
17242,3,2,1,0,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die,0
11226,3,0,3,0,I tell a bitch I don't love shit fuck somethin,1
1264,3,1,2,0,&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,1
7969,3,1,2,0,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way,1
20581,3,1,2,0,RT @the_ironsheik: Justin Bieber win Oscar for suck my balls you dead dog midget dick son of a bitch,1
18520,3,0,3,0,RT @XndSeanX: If you're going to be a bitch and not come to the show because some bands dropped then w/e. More moshing room for me in that &#8230;,1
17842,3,2,1,0,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday",0
11147,3,0,3,0,I say fuck them other niggas bitch im all you need &#128074;,1
16066,3,0,1,2,RT @JC2theQ: Yanks walk off win &#128591;,2
16636,3,0,3,0,RT @LonnieDukes: CHILL!!!! RT @Marcus_Supreme: Tweet you don't like bitches wit short hair ya mentions gon be full of this http://t.co/HaK&#8230;,1
15061,3,2,1,0,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,0
41,3,0,3,0,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",1
21456,3,0,2,1,"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch.",1
12863,3,0,3,0,Lmfao custy bitches be like ( ) come on in,1
20393,3,0,3,0,"RT @ryannotsheckler: ""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up""",1
19874,3,0,3,0,"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;",1
3706,3,0,2,1,"@JarJar_Banks momma didn't raise no sukka, bitch!",1
10783,3,1,2,0,"I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me",1
14177,3,0,3,0,Physical &amp; bed RT @Skinny215 These bitches frame is trash! #Skinny,1
2635,3,0,3,0,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER,1
24262,6,2,4,0,"don't even entertain these hoes, got somebody too important.",1
18524,3,0,2,1,"RT @YABOYLILB: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/eNStJlXb2H",1
3566,6,0,6,0,@IdiotOlympics @ForTheMen fuck her right in the pussy,1
16781,3,0,3,0,"RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak
http://t.co/uKCdyM7kbx",1
1148,3,0,3,0,&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,1
4650,3,2,0,1,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,0
5735,3,0,3,0,@baaaabyshaaaay_ Yassss bitch!!,1
9100,3,0,0,3,"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag",2
6588,3,0,3,0,@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend,1
2268,3,0,0,3,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG,2
17929,3,1,2,0,"RT @TOBINSUPREME: y does every female think every nigga they come across is in love w them?
bitch I could leave u , smoke a blunt &amp; forget &#8230;",1
9017,3,0,1,2,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",2
11376,3,0,3,0,"I wish Tinder would quit showing me all these broads with that retarded L gesture. 
They're not smart enough to procreate with me. #BBN",1
12011,3,1,2,0,Im a ghetto ass nigga you suburban,1
23307,3,0,3,0,Who's got the baddest pussy on the planet,1
23005,3,0,3,0,We live ina generation where we praise these hoes.,1
2642,3,2,1,0,@BeyondTomcat you'd like that wouldn't you fag,0
12370,3,0,0,3,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,2
18724,3,0,2,1,"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind",1
25130,6,0,6,0,u a hoe,1
22368,3,0,2,1,Thinking about getting my nips pierced...,1
19084,3,0,3,0,RT @black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,1
23799,3,0,3,0,"You got dykes, I got the Vic's",1
20467,6,0,0,6,"RT @sky106radio: For lots of great oldies, check out ""Memories and More"", with Yankee Rose, today from 1:00 PM to 4:00 PM Eastern! http://t&#8230;",2
11784,3,0,3,0,If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,1
6210,3,0,3,0,@goldnsilvercoin @TheOregonianBoo @RepBonamici God forbid! She actually voted to give people affordable insurance rates. That bitch #teabag,1
3459,3,0,3,0,@HiPHopFeEeN old with a old wolf pussy that is,1
91,3,1,2,0,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",1
12951,3,0,3,0,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,1
16593,3,0,3,0,RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,1
16924,6,1,5,0,RT @MsKeShera_: these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!,1
8626,3,0,3,0,Cause LSU trash RT @BreesInDaCut: Why they doin the College Playoff ranking shit so early?,1
428,3,0,2,1,"""And bitch you must be lost"" &#128514;&#128514;",1
18733,3,0,3,0,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;",1
14661,3,0,1,2,RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,2
24800,3,0,3,0,not in the business of submitting to no bitch bruh bruh.,1
17833,6,1,5,0,RT @SteveStfler: After I fuck your bitch http://t.co/kqMBzM7h8Y,1
7448,3,0,3,0,@usweekly that old cunt needs to sit down,1
716,3,0,3,0,#FACT RT @KeyshBeChillin Kanye is best when a good piece of pussy fucks him over,1
9077,3,0,3,0,Don't you hate when someone you care about is dating a hoe but they won't listen to you?,1
10224,3,0,0,3,Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,2
23124,3,2,1,0,What's up faggots bet y'all thought you'd seen the last of me,0
10558,3,0,2,1,"I feel bad having this info but at the same time , karmas a bitch,",1
7113,3,0,3,0,@reptar_ray nigglet send me the pictures,1
5470,3,0,0,3,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!,2
13900,6,0,6,0,"Ohkay ma Texas bitch keep textin me , callin cryin stressin me bout where I been but I've been with another bitch allegedly &#128076;",1
3030,3,2,1,0,@DangItsTiff you look like fucking shrek bitch,0
21082,3,0,3,0,"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",1
24513,4,0,4,0,i was gone for 2 days don't her bitch ass miSS ME,1
7660,3,0,3,0,A lotta u niccas ain't who u say u is!,1
3332,3,1,2,0,@Get__Em__Craig funky hoe you gone solo,1
7681,3,0,1,2,A squad of dyke cholas fear nobody. They worse than the cartel,2
12430,6,0,6,0,"Just cuz he looked at you doesn't mean he likes you, hoe",1
9073,3,0,3,0,Don't try and pull that fake friend shit on me bitch.,1
2623,3,0,3,0,@BeanRozay im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by @TNKTheMonstah,1
7939,3,0,3,0,And I've had enough. Unfollowing dat ass bitch,1
1110,3,0,3,0,&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe,1
3067,3,0,1,2,@Decimate_IX Can't even spell right. You have the brain of an ape,2
15355,3,0,3,0,RT @DinO_off_AD: Them hoes come them hoes go it's a revolving cycle &#128080;,1
4288,3,0,0,3,"@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash

1",2
8641,3,0,3,0,Chances make champions nicca ain't nothing stopping you,1
2042,3,0,1,2,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",2
11877,3,0,3,0,"If the only thing she talks about is her eyebrows, she got forest pussy.",1
9792,3,0,3,0,Got damn man hung tf over like a bitch,1
9191,3,0,3,0,Emd hoe,1
19294,3,0,3,0,RT @denytheprophecy: @NoneShallPass97 bitch my dick is yo dinner,1
4918,3,1,2,0,@SteveWorks4You bush took 3 times as many vacations.. republican teabaggers are pusses....wah,1
9508,3,0,3,0,Fuck fight music bitch this is losing ya life music,1
14201,3,1,2,0,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas,1
22353,3,0,3,0,They some bitch ass niggas,1
13516,3,1,2,0,"Nah nicca, its to light to be my dark ass lol RT @swiper252: @VonshayeB and.i knowww thats your baby picture lol",1
20265,3,0,1,2,RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.,2
1114,3,1,2,0,&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man,1
6124,3,0,3,0,@fabbymichelle cause I didn't wanna see your bitch ass,1
13299,3,0,3,0,"My bitch educated, had her clients pay the payments",1
24613,3,1,2,0,"ive went through 50 fags in 5 days, not very happy #sad",1
5391,3,1,2,0,@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr,1
22401,3,0,3,0,This bitch @DaRealQuitaM just called me a bougie whore tho! &#128514;&#128514;&#128514;&#128514; ol angry bird! Lmao,1
6610,3,0,3,0,@kieffer_jason and who said I didn't like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly.,1
